#IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	sample	pop	super_pop	gender
HG01501	-0.00932421	0.0260814	0.010605	0.0186575	-0.00479969	-0.00778968	-0.0222838	-0.0014497	-0.00361263	-0.00840897	HG01501	IBS	EUR	female
HG01503	-0.0103124	0.0266654	0.0111265	0.0189867	-0.00290185	-0.0106465	-0.0296329	-0.00134647	-0.00310831	-0.00544369	HG01503	IBS	EUR	male
HG01504	-0.00985208	0.0262561	0.0114086	0.0187642	-0.00450912	-0.0112534	-0.0333674	-0.000359927	-0.00740512	-0.00743368	HG01504	IBS	EUR	female
HG01506	-0.00953974	0.0267704	0.0118885	0.020427	-0.00747543	-0.00156652	-0.0199045	0.0131091	-0.00020328	-0.00394838	HG01506	IBS	EUR	male
HG01507	-0.00993652	0.0268069	0.0120742	0.0195714	-0.00590563	-0.00219918	-0.0178423	0.0173286	-0.00246502	-0.00696335	HG01507	IBS	EUR	female
HG01509	-0.00931478	0.0264996	0.0122346	0.0205795	-0.00816013	-0.00301199	-0.0163305	0.020418	-0.00110988	-0.0112618	HG01509	IBS	EUR	male
HG01510	-0.00991105	0.0267922	0.0120934	0.0186652	-0.00401888	-0.00448943	-0.0186884	0.0206423	0.000518233	-0.00637884	HG01510	IBS	EUR	female
HG01512	-0.0103013	0.0269526	0.0119651	0.0199658	-0.00612835	-0.00158148	-0.0152291	0.0145783	-0.000978645	-0.00763036	HG01512	IBS	EUR	male
HG01513	-0.010307	0.0269086	0.0128067	0.0200016	-0.00483005	-0.00373696	-0.0167625	0.0182376	-0.00258079	-0.00992405	HG01513	IBS	EUR	female
HG01515	-0.0108791	0.0275732	0.0144322	0.0205745	0.00311889	-0.00109277	-0.015838	0.0191322	-0.00317299	0.0153013	HG01515	IBS	EUR	male
HG01516	-0.0108008	0.0278537	0.015504	0.0210671	0.00230364	-0.00622913	-0.015456	0.0189759	-0.00243685	0.0149096	HG01516	IBS	EUR	female
HG01518	-0.0107984	0.0275497	0.0148668	0.0214728	-0.000315588	-0.00290769	-0.0131516	0.0190579	-0.000677127	0.0124141	HG01518	IBS	EUR	male
HG01519	-0.0105652	0.027791	0.0148023	0.0211088	0.00142127	-0.00142162	-0.0143046	0.0187388	-0.00413952	0.0176553	HG01519	IBS	EUR	female
HG01521	-0.0109738	0.0277551	0.0153919	0.0214033	0.00351231	-0.000593698	-0.0137744	0.0237089	-0.00314445	0.0136642	HG01521	IBS	EUR	male
HG01522	-0.0109617	0.0273655	0.0147729	0.020179	0.0018646	-0.00152225	-0.0152832	0.0195928	-0.00193377	0.015742	HG01522	IBS	EUR	female
HG01524	-0.00993916	0.0264146	0.0128553	0.0195028	-0.00484043	-0.00151978	-0.0195132	0.0174619	-0.000634262	0.00690427	HG01524	IBS	EUR	male
HG01525	-0.0098983	0.025976	0.0122141	0.0198059	-0.00155761	-0.00224452	-0.0186251	0.0162131	-0.00192003	0.00595547	HG01525	IBS	EUR	female
HG01527	-0.00924993	0.0260714	0.0120396	0.0183631	-0.00327859	-0.00383663	-0.0231515	0.0162308	-0.000180789	0.0103012	HG01527	IBS	EUR	male
HG01528	-0.00954783	0.0262816	0.013222	0.0199187	-0.00459356	-0.00474221	-0.0180565	0.0172106	0.000172622	0.00728698	HG01528	IBS	EUR	female
HG01530	-0.00949972	0.0257914	0.0123525	0.0196899	-0.00199265	-0.00422146	-0.0177615	0.0160909	0.00298259	0.00782624	HG01530	IBS	EUR	male
HG01531	-0.0094222	0.0265228	0.0123717	0.0201767	-0.00369084	-0.000457156	-0.0182239	0.019326	0.00286162	0.00659869	HG01531	IBS	EUR	female
HG01536	-0.00994326	0.0266228	0.0130526	0.019859	-0.00286818	-0.00412809	-0.0134747	0.0117876	-0.000553602	0.00623546	HG01536	IBS	EUR	male
HG01537	-0.0104236	0.0267017	0.0121483	0.0203321	-0.00488136	-0.000940639	-0.0178825	0.013904	-0.000804862	0.00662507	HG01537	IBS	EUR	female
HG01550	-0.00864691	0.0160858	0.0191588	-0.00921401	0.000172383	-0.00707484	-0.0275036	0.00160988	-0.00437467	0.00506339	HG01550	CLM	AMR	male
HG01551	0.00593359	0.005514	0.0160952	-0.0151546	0.00358866	-0.00288989	-0.0166925	-0.00661291	-0.00486298	0.0106138	HG01551	CLM	AMR	female
HG01556	-0.0016212	0.00650204	0.0189519	-0.0242137	-0.0156968	-0.00113229	-0.00401937	0.00734365	-0.00091862	-0.0520316	HG01556	CLM	AMR	male
HG01565	-0.0136571	-0.0010254	0.0369091	-0.0620557	-0.00401603	-0.000148547	-0.00552355	-0.0132412	-0.00466801	-0.00349035	HG01565	PEL	AMR	male
HG01566	-0.0123454	0.00755939	0.0280296	-0.0365293	-0.00358662	-0.0021012	-0.0150021	-0.00642201	-0.000953846	-0.00944228	HG01566	PEL	AMR	female
HG01571	-0.0139784	0.000695523	0.0366648	-0.0583196	-0.00214836	0.000103578	-0.00468057	-0.00879158	-0.00286324	-0.00820599	HG01571	PEL	AMR	male
HG01572	-0.0155497	-0.00993216	0.0479391	-0.094771	-0.00647185	0.009254	0.00907213	-0.0167628	-0.00202339	-0.00597719	HG01572	PEL	AMR	female
HG01577	-0.0097636	0.00767234	0.0271636	-0.0322234	-0.00735142	0.00622907	0.00104038	0.0186011	0.00236076	0.00101964	HG01577	PEL	AMR	male
HG01578	-0.0132307	0.002496	0.0351437	-0.0514584	-0.00437753	0.0090912	0.00695863	0.0124926	0.0050319	0.00429142	HG01578	PEL	AMR	female
HG01583	-0.0106502	0.0110306	-0.0283905	-0.0097937	-0.000607253	-0.00376234	-0.00612605	-0.00941167	-0.00505722	0.00263886	HG01583	PJL	SAS	male
HG01586	-0.0107895	0.0111422	-0.0276024	-0.00843968	0.00314238	-0.00359905	-0.00492252	-0.0122528	-0.00711262	0.00543398	HG01586	PJL	SAS	male
HG01589	-0.0106232	0.0115855	-0.0276722	-0.00923241	0.000795862	-0.00294193	-0.0057864	-0.0106881	-0.00249275	0.00539097	HG01589	PJL	SAS	male
HG01593	-0.0103506	0.0133051	-0.0266669	-0.00768499	0.00160804	-0.00596127	-0.00771884	-0.00729678	-0.00614325	0.00436433	HG01593	PJL	SAS	female
HG01595	-0.0158285	-0.0335253	0.0040178	0.0158262	-0.0243433	0.0181715	-0.00867893	-0.00375297	-0.00238728	0.0202558	HG01595	KHV	EAS	female
HG01596	-0.0156223	-0.0322644	0.00254396	0.0150364	-0.0261298	0.0201458	-0.00378211	-0.0074436	-0.000414575	0.0285968	HG01596	KHV	EAS	male
HG01597	-0.0156378	-0.0335178	0.00277456	0.0161699	-0.0255121	0.0204294	-0.00947368	-0.00721308	-0.00109837	0.02548	HG01597	KHV	EAS	female
HG01598	-0.0156461	-0.0328888	0.00326337	0.0148515	-0.026066	0.0200947	-0.0101383	-0.00743611	-0.00239574	0.0265746	HG01598	KHV	EAS	female
HG01599	-0.0156491	-0.033142	0.00340996	0.0156492	-0.0305333	0.0287987	0.000895177	0.00482445	0.00589437	0.00296843	HG01599	KHV	EAS	female
HG01600	-0.0157749	-0.034054	0.00407086	0.0157913	-0.0273763	0.0287395	0.0023844	0.00576732	0.00377699	0.0025567	HG01600	KHV	EAS	female
HG01602	-0.00952081	0.0262021	0.0113046	0.018122	-0.00178466	-0.00481949	-0.0300801	-0.00791308	-0.00371704	0.00204816	HG01602	IBS	EUR	female
HG01603	-0.00975807	0.0265264	0.0111973	0.0184626	-0.00283402	-0.00770454	-0.0312681	-0.00289085	-0.0029254	0.00139311	HG01603	IBS	EUR	male
HG01605	-0.0100834	0.027078	0.0123047	0.018372	-0.00115997	-0.00613534	-0.0272237	-0.00487402	-0.00440581	0.00337526	HG01605	IBS	EUR	female
HG01606	-0.0100455	0.0267823	0.0120561	0.019101	-0.00195952	-0.00757873	-0.0255354	-0.0078536	-0.0073493	9.06074e-05	HG01606	IBS	EUR	male
HG01607	-0.0100453	0.0268437	0.0113009	0.0176578	-0.00283728	-0.00744616	-0.0287331	-0.00333986	-0.00294952	0.00337749	HG01607	IBS	EUR	female
HG01608	-0.00989656	0.0266084	0.0116622	0.0188569	-0.00238513	-0.00860415	-0.0322628	-0.00358005	-0.00371133	0.00426823	HG01608	IBS	EUR	male
HG01610	-0.00966072	0.0263604	0.011828	0.0196081	-0.00218613	-0.00935049	-0.0347995	0.000481802	-0.00462315	-0.000956143	HG01610	IBS	EUR	male
HG01612	-0.00928048	0.0267756	0.0116651	0.0199	-0.0034358	-0.00721091	-0.0300475	-0.00361444	-0.00116875	0.000722563	HG01612	IBS	EUR	female
HG01613	-0.0102065	0.0267637	0.0106418	0.0187878	-0.00189043	-0.0101644	-0.0339947	-0.00655907	-0.0051737	0.00177704	HG01613	IBS	EUR	female
HG01615	-0.0101129	0.0269034	0.0110156	0.0184327	0.00111965	-0.00829308	-0.0274013	-0.00662691	-0.0038634	-0.00231364	HG01615	IBS	EUR	male
HG01617	-0.00970876	0.026242	0.0113075	0.0181556	-0.00112077	-0.0107342	-0.0372954	-0.00836343	-0.00978373	0.00580107	HG01617	IBS	EUR	male
HG01618	-0.00983791	0.0260469	0.0123364	0.0159538	-0.00236324	-0.0109845	-0.0370603	-0.00875753	-0.010155	0.00593301	HG01618	IBS	EUR	female
HG01619	-0.00982729	0.0269578	0.00991912	0.0177018	-0.0037756	-0.0112845	-0.035359	-0.00980799	-0.00909625	0.00707212	HG01619	IBS	EUR	male
HG01620	-0.00953233	0.0261178	0.0111787	0.0175292	-0.00126124	-0.0110672	-0.034826	-0.00877227	-0.0112969	0.000943203	HG01620	IBS	EUR	female
HG01623	-0.00942871	0.0265847	0.0115929	0.0186346	-0.00328474	-0.0132526	-0.0348728	-0.00485078	-0.00741814	0.00271523	HG01623	IBS	EUR	female
HG01624	-0.00954378	0.025973	0.0105533	0.0183347	-0.00438131	-0.0109123	-0.0401611	-0.00114841	-0.00639957	0.00308383	HG01624	IBS	EUR	male
HG01625	-0.0100138	0.0266895	0.0120341	0.018305	-3.968e-05	-0.0111042	-0.0327703	-0.0109569	-0.00990094	0.00613325	HG01625	IBS	EUR	male
HG01626	-0.00935804	0.0257664	0.0102588	0.0182994	-0.00159408	-0.012221	-0.0398079	-0.00472843	-0.00567379	0.00331424	HG01626	IBS	EUR	female
HG01628	-0.00761766	0.0248533	0.00992616	0.0171201	-0.00363664	-0.00972354	-0.0407405	-0.00340674	-0.00569109	0.00284167	HG01628	IBS	EUR	female
HG01630	-0.00826579	0.0258417	0.0097494	0.0178379	-0.0024298	-0.0130738	-0.0416535	-0.00453749	-0.00418932	0.00277334	HG01630	IBS	EUR	male
HG01631	-0.0101956	0.0270766	0.012049	0.020066	-0.00511038	6.23674e-05	-0.0160645	0.0213855	-5.11413e-06	0.00631693	HG01631	IBS	EUR	male
HG01632	-0.00993391	0.0265682	0.0125898	0.0206502	-0.00383533	-0.000390817	-0.0135947	0.0208571	0.00206265	0.0080727	HG01632	IBS	EUR	female
HG01668	-0.00933323	0.0259037	0.0101532	0.0174426	-0.00475038	-0.00385161	-0.022186	-0.00311793	-0.00470768	-0.00804073	HG01668	IBS	EUR	female
HG01669	-0.00834849	0.0254076	0.0109023	0.0185154	-0.00372503	-0.00547959	-0.025899	-0.00137832	-0.0059593	-0.0106556	HG01669	IBS	EUR	male
HG01670	-0.00994959	0.0267486	0.0107697	0.0197148	-0.00438725	-0.0105714	-0.0277014	-0.000879714	-0.00416414	-0.00987269	HG01670	IBS	EUR	female
HG01672	-0.0101863	0.0270646	0.0114163	0.0176537	-0.00582056	-0.0086983	-0.0221874	-0.00711565	-0.00624171	-0.00800274	HG01672	IBS	EUR	male
HG01673	-0.0103498	0.0265978	0.0129068	0.0207652	-0.00784447	0.00857639	-0.00454833	0.0329436	0.0031366	-0.0232136	HG01673	IBS	EUR	female
HG01675	-0.0102865	0.0265127	0.01312	0.0219613	-0.00664133	0.00649404	-0.00534572	0.0387669	0.00264421	-0.0221739	HG01675	IBS	EUR	male
HG01676	-0.0105327	0.026938	0.0149198	0.0212103	-0.0070985	0.00946591	-0.00398005	0.0321609	0.00481057	-0.0209252	HG01676	IBS	EUR	female
HG01678	-0.0103967	0.0262469	0.0133178	0.0219209	-0.00800932	0.0104959	-0.00383542	0.0354331	0.00691155	-0.0246713	HG01678	IBS	EUR	male
HG01679	-0.0100927	0.0266486	0.0137894	0.0215822	-0.00758397	0.00838813	-0.00511328	0.0332975	0.00709618	-0.0225617	HG01679	IBS	EUR	female
HG01680	-0.0100295	0.0262877	0.0143663	0.0221945	-0.00743211	0.0104709	0.000865198	0.0302919	0.00695793	-0.0241383	HG01680	IBS	EUR	male
HG01682	-0.0103256	0.0270414	0.0125332	0.0214194	-0.00559097	0.00664664	-0.00442409	0.0338178	0.00577961	-0.0217788	HG01682	IBS	EUR	male
HG01684	-0.0104977	0.0268238	0.0134467	0.020933	-0.00602866	0.00552992	-0.00298099	0.0287532	0.00279857	-0.0212117	HG01684	IBS	EUR	female
HG01685	-0.00958679	0.025744	0.0126202	0.020446	-0.00605323	0.00722206	-0.00235772	0.0300541	0.00641543	-0.0215448	HG01685	IBS	EUR	female
HG01686	-0.00992113	0.0261374	0.0128917	0.0204019	-0.00463836	0.0104398	-0.000495742	0.0281546	0.00523843	-0.0173824	HG01686	IBS	EUR	male
HG01694	-0.00846858	0.0252384	0.0120608	0.0209101	-0.00848154	0.00852676	-0.00714531	0.0382609	0.00715579	-0.0253586	HG01694	IBS	EUR	male
HG01695	-0.00849349	0.0249233	0.0123381	0.0203911	-0.00577897	0.00842044	-0.00749845	0.03432	0.00593506	-0.0222903	HG01695	IBS	EUR	female
HG01697	-0.00937976	0.026242	0.0110076	0.0167026	-0.00534274	-0.0117526	-0.0307499	0.00379818	-0.00265147	-0.0039557	HG01697	IBS	EUR	female
HG01699	-0.00936668	0.0263015	0.0102398	0.0191064	-0.00540179	-0.00977139	-0.0347791	0.00292054	-0.00302684	0.000537215	HG01699	IBS	EUR	male
HG01700	-0.0111149	0.0271703	0.0150403	0.0217399	-0.0105242	0.00898181	-0.00254244	0.0318807	0.00297529	-0.0274617	HG01700	IBS	EUR	male
HG01702	-0.0106669	0.0272105	0.0142531	0.0215568	-0.00931777	0.0036859	-0.00908035	0.0290368	-0.000693113	-0.0283186	HG01702	IBS	EUR	female
HG01704	-0.00929355	0.0260341	0.0111274	0.0180521	-0.00561775	-0.00506969	-0.0214661	0.0143118	0.00634485	-0.00570358	HG01704	IBS	EUR	female
HG01705	-0.00944268	0.0266467	0.0115357	0.0194858	-0.00617122	-0.00620037	-0.0223742	0.0139916	0.000147704	-0.000696678	HG01705	IBS	EUR	male
HG01707	-0.00971106	0.0267621	0.011779	0.0192757	-0.00402101	-0.00649371	-0.0212913	0.0108633	-1.3008e-05	0.0051538	HG01707	IBS	EUR	female
HG01708	-0.00966312	0.0262073	0.0104593	0.0179768	-0.00715128	-0.00435694	-0.0202168	0.010114	0.00028298	-0.00201568	HG01708	IBS	EUR	male
HG01709	-0.00934531	0.0264943	0.0111533	0.018673	-0.00749697	-0.00721919	-0.0229395	0.0119596	-0.00160871	-0.00174184	HG01709	IBS	EUR	male
HG01710	-0.00961792	0.0266869	0.0109655	0.0198553	-0.00722415	-0.0032434	-0.019354	0.0114064	0.000750973	-0.00246759	HG01710	IBS	EUR	female
HG01746	-0.0102222	0.0268576	0.0125511	0.0204265	-0.0066148	-0.00631112	-0.0195582	0.0159262	1.49615e-05	-0.0074002	HG01746	IBS	EUR	female
HG01747	-0.0101261	0.0268815	0.011449	0.0183111	-0.00458494	-0.00542	-0.0239919	0.0136509	-0.00384359	-0.000249109	HG01747	IBS	EUR	male
HG01756	-0.00945719	0.0262125	0.0113752	0.0179291	-0.0031427	-0.0144486	-0.0399443	-0.0092478	-0.0158106	0.00513529	HG01756	IBS	EUR	male
HG01757	-0.00915999	0.0261076	0.010087	0.0181797	-0.00471941	-0.0136747	-0.04102	-0.0071149	-0.0124445	0.00622911	HG01757	IBS	EUR	female
HG01761	-0.00972744	0.0272088	0.0104976	0.0187709	-0.00430266	-0.0143598	-0.0387653	-0.00921945	-0.00963078	0.00551423	HG01761	IBS	EUR	male
HG01762	-0.00984999	0.0269808	0.0100362	0.018453	-0.00327269	-0.012956	-0.0337673	-0.0150022	-0.0125302	0.00761758	HG01762	IBS	EUR	female
HG01765	-0.00973918	0.0274013	0.010147	0.0176047	-0.0178978	-0.00867756	-0.0178049	0.00854436	-0.00108899	-0.0520252	HG01765	IBS	EUR	male
HG01766	-0.00926793	0.0262106	0.00952179	0.0178478	-0.0173335	-0.0103622	-0.021021	0.013379	-0.00265015	-0.0515805	HG01766	IBS	EUR	female
HG01767	-0.00938578	0.0266451	0.00980974	0.0188095	-0.0191076	-0.00807058	-0.0251184	0.0099272	-0.00455231	-0.0509631	HG01767	IBS	EUR	male
HG01768	-0.00950354	0.0258405	0.0100533	0.0181208	-0.0169594	-0.00981416	-0.0160274	0.0091984	-0.00279934	-0.055924	HG01768	IBS	EUR	female
HG01770	-0.00972608	0.0270237	0.0118962	0.0173458	-0.00270738	-0.00986924	-0.0342291	-0.00453157	-0.00498078	-0.00134654	HG01770	IBS	EUR	female
HG01771	-0.0102301	0.0274545	0.0118481	0.0184787	-0.00328246	-0.010802	-0.0300331	-0.00647824	-0.00350336	-0.00577034	HG01771	IBS	EUR	male
HG01773	-0.0100821	0.0270128	0.0120734	0.0191648	-0.00316171	-0.00902557	-0.0309158	-0.00010276	-0.00259065	-0.0046717	HG01773	IBS	EUR	female
HG01775	-0.0104277	0.0275672	0.0124739	0.019089	-0.00405243	-0.0088204	-0.026396	-0.00249631	-0.00499691	-0.0101472	HG01775	IBS	EUR	male
HG01776	-0.0106073	0.0268044	0.0110341	0.0192778	-0.0029724	-0.00682751	-0.0271447	-0.00102815	-0.00589612	-0.00331769	HG01776	IBS	EUR	female
HG01777	-0.0102983	0.0271337	0.0118441	0.0192975	-0.00313129	-0.0118894	-0.03278	-0.00681966	-0.00430846	-0.000798761	HG01777	IBS	EUR	male
HG01779	-0.0100377	0.0273968	0.0113783	0.0197128	-0.00375137	-0.00881393	-0.03114	-0.00668058	-0.00447978	-0.00129945	HG01779	IBS	EUR	female
HG01781	-0.0100639	0.0267973	0.0113468	0.019055	-0.00215821	-0.0105387	-0.03105	-0.00378514	-0.0053503	0.00154857	HG01781	IBS	EUR	male
HG01783	-0.00952783	0.0265719	0.0107245	0.0182175	-0.00480793	-0.00861111	-0.0319682	-0.00141396	-0.000933228	-0.00567104	HG01783	IBS	EUR	male
HG01784	-0.00969757	0.026431	0.0111426	0.0187781	-0.00457252	-0.0112655	-0.0344075	-0.00421761	-0.00563899	-0.000766065	HG01784	IBS	EUR	female
HG01785	-0.0103589	0.0274453	0.00940337	0.0169632	-0.00858255	-0.0172994	-0.027702	-0.0121428	-0.010656	-0.0100146	HG01785	IBS	EUR	male
HG01786	-0.01012	0.0268943	0.00896186	0.0167158	-0.0073001	-0.0158964	-0.0317382	-0.0101114	-0.0106758	-0.0065642	HG01786	IBS	EUR	female
HG01789	-0.0109917	0.0270168	0.0114345	0.0176884	-0.00310111	-0.00500667	-0.00473322	-0.0226252	-0.005856	-0.00345152	HG01789	GBR	EUR	male
HG01790	-0.0110522	0.0267819	0.0108447	0.0171538	-0.00233581	-0.00714855	-0.00525846	-0.020057	-0.00513179	-0.00378473	HG01790	GBR	EUR	female
HG01791	-0.0110441	0.0265087	0.0119965	0.0182355	-0.000881417	0.00265309	0.00883768	0.000343475	-0.00216776	0.0066286	HG01791	GBR	EUR	male
HG01794	-0.0159104	-0.0347907	0.00434619	0.0183556	-0.0406099	0.0389278	0.00289895	0.00305418	0.00412354	0.00722574	HG01794	CDX	EAS	female
HG01795	-0.0156642	-0.0337316	0.00348833	0.0172515	-0.0372073	0.0359534	0.0011673	0.00535898	0.00146497	0.00165231	HG01795	CDX	EAS	female
HG01796	-0.0160106	-0.0341996	0.00363579	0.017452	-0.0393618	0.0382383	0.00127331	0.00459606	0.00169161	0.00508626	HG01796	CDX	EAS	female
HG01797	-0.0158126	-0.0338045	0.00363117	0.0169203	-0.0430273	0.0385423	-7.03159e-05	0.002819	0.0034993	0.00262902	HG01797	CDX	EAS	female
HG01798	-0.0157889	-0.0342232	0.00662412	0.0143453	-0.00972112	0.0114068	0.00861511	0.0124096	0.00428679	-0.0113975	HG01798	CDX	EAS	female
HG01799	-0.0161686	-0.0343802	0.00371645	0.017065	-0.0385592	0.0374925	0.00246842	0.00662196	-2.93189e-05	0.00420933	HG01799	CDX	EAS	female
HG01800	-0.015772	-0.0345646	0.00469443	0.0168181	-0.039341	0.0357199	-0.000283517	0.00523815	0.000194708	0.00369305	HG01800	CDX	EAS	female
HG01801	-0.0155496	-0.0338251	0.00390613	0.0178581	-0.0425903	0.0392075	0.00187718	0.00216783	0.00211338	0.00236226	HG01801	CDX	EAS	female
HG01802	-0.0154826	-0.0342019	0.0044774	0.0166542	-0.0357548	0.033304	0.00349693	0.0074181	0.00370867	0.00253194	HG01802	CDX	EAS	female
HG01804	-0.0159519	-0.0342944	0.00459555	0.0171231	-0.0367193	0.0367163	0.00339274	0.00575553	0.00387789	0.00805161	HG01804	CDX	EAS	female
HG01805	-0.0157704	-0.034527	0.00433364	0.0182782	-0.03947	0.0363982	0.000282296	0.00471269	0.00365544	0.00832081	HG01805	CDX	EAS	female
HG01806	-0.0154958	-0.0345496	0.0043934	0.0185332	-0.0377447	0.0375081	0.00124941	0.00674965	0.00288051	0.00779727	HG01806	CDX	EAS	female
HG01807	-0.0157979	-0.034249	0.00421569	0.0175706	-0.0407711	0.039666	0.00255155	0.00708328	0.00465648	0.00601016	HG01807	CDX	EAS	female
HG01808	-0.015754	-0.0342905	0.0044193	0.0181063	-0.034822	0.0365566	0.00261193	0.00508238	0.00401215	0.00119144	HG01808	CDX	EAS	female
HG01809	-0.0158533	-0.0342348	0.00443906	0.0184801	-0.0391378	0.0398683	0.00215731	0.00680842	0.00400989	0.00709088	HG01809	CDX	EAS	female
HG01810	-0.0158113	-0.0340226	0.00450782	0.0175193	-0.0383901	0.0382722	0.00273028	0.00614002	0.00385821	0.00527625	HG01810	CDX	EAS	male
HG01811	-0.0159811	-0.0342334	0.00425145	0.0178347	-0.0413748	0.0388205	-0.000576922	0.00587552	0.00191099	0.00540804	HG01811	CDX	EAS	male
HG01812	-0.0159685	-0.0344296	0.00382266	0.0174181	-0.0379209	0.0378717	0.000568875	0.00537788	0.001387	0.00573087	HG01812	CDX	EAS	female
HG01813	-0.0156395	-0.0339846	0.00421291	0.0171429	-0.0360156	0.0352748	0.00187526	0.00721751	0.00160975	0.000606937	HG01813	CDX	EAS	female
HG01815	-0.0158052	-0.0338807	0.00417085	0.0175018	-0.0381133	0.038866	0.00204573	0.00695182	0.00181103	0.00610606	HG01815	CDX	EAS	female
HG01816	-0.0158864	-0.0344836	0.00422738	0.0184513	-0.0390221	0.0382623	0.00153287	0.00685394	0.00166266	0.00795948	HG01816	CDX	EAS	male
HG01817	-0.0157854	-0.0342516	0.00294313	0.018559	-0.0380592	0.0392762	0.00091215	0.00521262	0.00479912	0.00447875	HG01817	CDX	EAS	female
HG01840	-0.0156683	-0.0336133	0.00313646	0.0165251	-0.0250428	0.0302415	0.00716638	0.0178048	0.00562699	0.00521468	HG01840	KHV	EAS	male
HG01841	-0.0158662	-0.0331124	0.00435406	0.0175733	-0.0303721	0.0327779	0.00370592	0.0109595	0.00466921	0.0108568	HG01841	KHV	EAS	female
HG01842	-0.0156784	-0.0329481	0.00411607	0.017734	-0.0311123	0.03296	0.00462453	0.0090154	0.00440545	0.00903079	HG01842	KHV	EAS	male
HG01843	-0.0159491	-0.0332111	0.00362694	0.0179183	-0.0308929	0.0319354	0.00252637	0.0108289	0.00727055	0.00567691	HG01843	KHV	EAS	female
HG01844	-0.015636	-0.0335697	0.00401031	0.016931	-0.0284718	0.0329199	0.00591485	0.0133102	0.00579473	0.00746545	HG01844	KHV	EAS	male
HG01845	-0.0156779	-0.0333284	0.00375403	0.0167013	-0.0304167	0.0320122	0.00788144	0.00987711	0.00324999	0.00429443	HG01845	KHV	EAS	female
HG01846	-0.0155876	-0.0328792	0.00263512	0.0170126	-0.0296424	0.0330651	0.00815391	0.0113689	0.00426589	0.0030295	HG01846	KHV	EAS	male
HG01847	-0.0157251	-0.032989	0.00352947	0.0161803	-0.0317266	0.0370459	0.0071984	0.00889261	0.00409225	0.00696162	HG01847	KHV	EAS	female
HG01848	-0.015577	-0.0336194	0.00360368	0.016193	-0.0276449	0.0307394	0.0104188	0.010572	0.00412354	0.00513895	HG01848	KHV	EAS	female
HG01849	-0.0157662	-0.0329648	0.00311783	0.0172411	-0.0325718	0.034162	0.00682614	0.0128773	0.00543471	0.00453832	HG01849	KHV	EAS	male
HG01850	-0.0157889	-0.0331151	0.00480572	0.0159514	-0.028198	0.0316996	0.00735404	0.0110125	0.00470705	0.00508361	HG01850	KHV	EAS	female
HG01851	-0.01582	-0.0338224	0.00514499	0.0169406	-0.0320083	0.0349225	0.00507655	0.0112183	0.00335778	0.00447467	HG01851	KHV	EAS	female
HG01852	-0.0157772	-0.0331212	0.00305328	0.0172039	-0.0288934	0.0327192	0.00773837	0.0117956	0.0058458	0.0106718	HG01852	KHV	EAS	male
HG01853	-0.0159162	-0.0335091	0.00342542	0.0165555	-0.031066	0.0350246	0.00600784	0.0127004	0.00530455	0.00837445	HG01853	KHV	EAS	female
HG01855	-0.0156868	-0.0329439	0.00306541	0.0166456	-0.0274856	0.0314146	0.00428076	0.0106187	0.00271063	0.00256414	HG01855	KHV	EAS	female
HG01857	-0.0158331	-0.0335866	0.00398133	0.0166572	-0.0280006	0.0318566	0.00599602	0.00987457	0.00518432	0.00550426	HG01857	KHV	EAS	female
HG01858	-0.015759	-0.033628	0.0034376	0.0178078	-0.0304613	0.0336046	0.00378043	0.00799319	0.00608311	0.00150954	HG01858	KHV	EAS	female
HG01859	-0.0156947	-0.0336147	0.00495854	0.0170673	-0.0315112	0.0300784	0.00408071	0.00565255	0.0031426	0.00203398	HG01859	KHV	EAS	female
HG01860	-0.0157328	-0.0339657	0.0031261	0.0153718	-0.0357978	0.0325099	-0.00527742	-0.00238703	0.000713905	0.00131577	HG01860	KHV	EAS	male
HG01861	-0.0156598	-0.0330104	0.00353697	0.015841	-0.0295903	0.0269438	0.000902927	0.00159817	0.0021473	-0.0052706	HG01861	KHV	EAS	male
HG01862	-0.0155237	-0.0329859	0.00164676	0.0148605	-0.0243068	0.0134381	-0.0159638	-0.0161157	-0.00102061	0.0229938	HG01862	KHV	EAS	female
HG01863	-0.0156491	-0.0333041	0.00287161	0.0129425	-0.0255257	0.0140959	-0.0161548	-0.0174168	-0.0039096	0.0239935	HG01863	KHV	EAS	female
